Product,Type,Date,Process_Size,TDP,Die_Size,Transistors,Frequency,Foundry,Vendor,FP16,FP32,FP64
Intel Core i5-8420T,CPU,9/1/2018,14.0,35.0,188.4404445518241,1929.9222785421193,1800,Intel,Intel,,,
AMD Opteron 152,CPU,8/2/2005,90.0,104.0,188.4404445518241,106.0,2600,Unknown,AMD,,,
AMD Sempron 3400+,CPU,1/23/2006,90.0,62.0,188.4404445518241,69.0,2000,Unknown,AMD,,,
Intel Xeon E5603,CPU,2/14/2011,32.0,80.0,239.0,1170.0,1600,Intel,Intel,,,
Intel Pentium G2100T,CPU,9/3/2012,22.0,35.0,94.0,1929.9222785421193,2600,Intel,Intel,,,
AMD Sempron 2600+,CPU,7/28/2004,90.0,62.0,188.4404445518241,63.0,1600,Unknown,AMD,,,
Intel Pentium 4 HT 660,CPU,2/20/2005,90.0,84.0,109.0,169.0,3600,Intel,Intel,,,
AMD Athlon Gold PRO 3150GE,CPU,7/21/2020,12.0,35.0,188.4404445518241,1929.9222785421193,3500,GF,AMD,,,
Intel Core i7-10750H,CPU,4/2/2020,14.0,45.0,188.4404445518241,1929.9222785421193,2600,Intel,Intel,,,
Intel Celeron 887,CPU,9/1/2012,32.0,17.0,131.0,504.0,1500,Intel,Intel,,,
AMD A8-3550MX,CPU,12/20/2011,32.0,45.0,228.0,1178.0,2000,Unknown,AMD,,,
Intel Xeon E-2124,CPU,5/31/2018,14.0,72.0,126.0,1400.0,3400,Intel,Intel,,,
AMD Phenom II X4 830,CPU,9/1/2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,,,
AMD Athlon II X2 250,CPU,6/2/2009,45.0,65.0,117.0,410.0,3000,Unknown,AMD,,,
AMD FX-6200,CPU,2/27/2012,32.0,125.0,315.0,1200.0,3800,Unknown,AMD,,,
AMD Opteron 848,CPU,5/18/2004,130.0,89.0,193.0,106.0,2200,Unknown,AMD,,,
AMD Phenom X4 9350e,CPU,7/1/2008,65.0,65.0,285.0,450.0,2000,Unknown,AMD,,,
Intel Pentium B980,CPU,9/1/2012,32.0,35.0,131.0,504.0,2400,Intel,Intel,,,
AMD Athlon II X4 635,CPU,1/25/2010,45.0,95.0,169.0,300.0,2900,Unknown,AMD,,,
Intel Celeron B810,CPU,3/1/2011,32.0,35.0,131.0,504.0,1600,Intel,Intel,,,
Intel A100,CPU,6/1/2007,90.0,3.0,66.0,176.0,600,Intel,Intel,,,
AMD Opteron X1150,CPU,5/29/2013,28.0,17.0,188.4404445518241,1929.9222785421193,2000,Unknown,AMD,,,
Intel Core i9-9820X,CPU,10/19/2018,14.0,165.0,188.4404445518241,1929.9222785421193,3300,Intel,Intel,,,
AMD A12-9800E,CPU,7/27/2017,28.0,35.0,246.0,1178.0,3100,Unknown,AMD,,,
Intel Xeon Phi SE10P,CPU,11/12/2012,22.0,300.0,350.0,5000.0,1100,Intel,Intel,,,
Intel Core 2 Duo E6750,CPU,7/1/2007,65.0,65.0,143.0,291.0,2667,Intel,Intel,,,
Intel Core i7-990X,CPU,2/24/2011,32.0,130.0,239.0,1170.0,3466,Intel,Intel,,,
Intel Core i5-9400,CPU,10/19/2018,14.0,65.0,188.4404445518241,1929.9222785421193,2900,Intel,Intel,,,
Intel Core 2 Duo E4300,CPU,7/27/2006,65.0,65.0,111.0,167.0,1800,Intel,Intel,,,
AMD A4-1250,CPU,5/23/2013,32.0,8.0,246.0,1178.0,1000,Unknown,AMD,,,
Intel Pentium 4 HT 2.80,CPU,5/21/2003,130.0,70.0,131.0,55.0,2800,Intel,Intel,,,
AMD Ryzen 7 1700X,CPU,3/2/2017,14.0,95.0,192.0,4800.0,3400,GF,AMD,,,
AMD A6-3650,CPU,6/30/2011,32.0,100.0,228.0,1178.0,2600,Unknown,AMD,,,
AMD Ryzen Embedded V1605B,CPU,2/21/2018,14.0,15.0,210.0,4950.0,2000,GF,AMD,,,
Intel Pentium 4 HT 620,CPU,2/20/2005,90.0,84.0,135.0,169.0,2800,Intel,Intel,,,
Intel Core 2 Duo T5600,CPU,7/27/2006,65.0,35.0,143.0,1929.9222785421193,1833,Intel,Intel,,,
AMD Athlon 64 LE-1640,CPU,1/7/2009,90.0,45.0,3.0,154.0,2600,Unknown,AMD,,,
AMD Sempron 2800+,CPU,7/28/2004,90.0,25.0,188.4404445518241,63.0,1600,Unknown,AMD,,,
AMD A10-5800B,CPU,10/2/2012,32.0,100.0,246.0,1178.0,3800,Unknown,AMD,,,
Intel Core Solo T1200,CPU,1/5/2006,65.0,27.0,90.0,151.0,1500,Intel,Intel,,,
Intel Xeon Phi 7285,CPU,12/1/2017,14.0,250.0,188.4404445518241,8000.0,1300,Intel,Intel,,,
AMD Athlon 64 3800+,CPU,6/1/2004,130.0,89.0,144.0,69.0,2400,Unknown,AMD,,,
Intel Xeon Phi 31S1P,CPU,6/17/2013,22.0,270.0,350.0,5000.0,1100,Intel,Intel,,,
AMD Opteron 144,CPU,8/2/2005,90.0,67.0,188.4404445518241,106.0,1800,Unknown,AMD,,,
Intel Xeon MP 7040 Dual-Core,CPU,12/1/2005,90.0,135.0,213.0,200.0,3000,Intel,Intel,,,
Intel Pentium 4 2.80,CPU,8/25/2002,130.0,110.0,146.0,55.0,2793,Intel,Intel,,,
AMD Phenom II X2 B57,CPU,5/11/2010,45.0,80.0,258.0,758.0,3200,Unknown,AMD,,,
Intel Celeron G1840T,CPU,5/1/2014,22.0,54.0,177.0,1400.0,2500,Intel,Intel,,,
Intel Core i3-3120M,CPU,9/30/2012,22.0,35.0,118.0,1929.9222785421193,2500,Intel,Intel,,,
AMD EPYC 7402,CPU,8/7/2019,7.0,180.0,74.0,3800.0,2800,TSMC,AMD,,,
Intel Core i7-11700T,CPU,3/16/2021,14.0,35.0,188.4404445518241,1929.9222785421193,1400,Intel,Intel,,,
Intel Pentium 4 1.9,CPU,8/27/2001,180.0,69.0,217.0,42.0,1900,Intel,Intel,,,
AMD Opteron 6284 SE,CPU,5/1/2012,32.0,140.0,316.0,2400.0,2700,Unknown,AMD,,,
AMD Turion X2 RM-74,CPU,12/1/2008,65.0,35.0,188.4404445518241,1929.9222785421193,2200,Unknown,AMD,,,
AMD Opteron 4340,CPU,12/4/2012,32.0,95.0,315.0,1200.0,3500,Unknown,AMD,,,
AMD Athlon 64 3700+,CPU,4/14/2005,130.0,83.0,188.4404445518241,105.0,2400,Unknown,AMD,,,
AMD Athlon II X4 638,CPU,2/6/2012,32.0,65.0,228.0,1178.0,2700,Unknown,AMD,,,
AMD Sempron 3800+,CPU,10/23/2006,90.0,62.0,103.0,81.0,2200,Unknown,AMD,,,
Intel Pentium 2117U,CPU,9/1/2012,22.0,17.0,118.0,1400.0,1800,Intel,Intel,,,
AMD Athlon 800,CPU,6/5/2000,180.0,45.0,120.0,37.0,800,Unknown,AMD,,,
Intel Core 2 Quad Q7600,CPU,8/31/2009,45.0,95.0,82.0,456.0,2700,Intel,Intel,,,
Intel Xeon E7-8870,CPU,4/3/2011,32.0,130.0,513.0,2600.0,2400,Intel,Intel,,,
AMD FX-8350,CPU,10/23/2012,32.0,125.0,315.0,1200.0,4000,Unknown,AMD,,,
AMD Athlon 64 X2 4400+ EE,CPU,5/23/2006,90.0,65.0,220.0,154.0,2200,Unknown,AMD,,,
Intel Core 2 Duo T5200,CPU,7/27/2006,65.0,35.0,143.0,1929.9222785421193,1600,Intel,Intel,,,
AMD Opteron 4386,CPU,12/4/2012,32.0,95.0,315.0,1200.0,3100,Unknown,AMD,,,
Intel Xeon W5580,CPU,3/30/2009,45.0,130.0,263.0,731.0,3200,Intel,Intel,,,
AMD Athlon X2 BE-2400,CPU,10/8/2007,65.0,45.0,126.0,154.0,2300,Unknown,AMD,,,
AMD Phenom II X4 920,CPU,1/8/2009,45.0,125.0,258.0,758.0,2800,Unknown,AMD,,,
Intel Core i3-7350K,CPU,1/3/2017,14.0,60.0,188.4404445518241,1929.9222785421193,4200,Intel,Intel,,,
AMD Sempron 2500+,CPU,7/7/2005,90.0,62.0,84.0,63.0,1400,Unknown,AMD,,,
Intel Xeon Phi 7235,CPU,12/1/2017,14.0,250.0,188.4404445518241,8000.0,1300,Intel,Intel,,,
AMD Sempron 3500+,CPU,10/1/2005,90.0,62.0,84.0,63.0,2000,Unknown,AMD,,,
AMD Opteron 250,CPU,5/18/2004,130.0,89.0,193.0,106.0,2400,Unknown,AMD,,,
Intel Xeon MP 7030 Dual-Core,CPU,12/1/2005,90.0,135.0,213.0,200.0,2833,Intel,Intel,,,
Intel Core i5-9600K,CPU,10/19/2018,14.0,95.0,188.4404445518241,1929.9222785421193,3700,Intel,Intel,,,
AMD FX-8170,CPU,10/23/2012,32.0,125.0,315.0,1200.0,3900,Unknown,AMD,,,
AMD Opteron 850,CPU,12/1/2004,90.0,85.0,188.4404445518241,106.0,2400,Unknown,AMD,,,
Intel Core i5-10300H,CPU,9/17/2020,14.0,45.0,188.4404445518241,1929.9222785421193,2500,Intel,Intel,,,
Intel Core i7-5557U,CPU,3/1/2015,14.0,28.0,188.4404445518241,1929.9222785421193,3100,Intel,Intel,,,
Intel Core i7-2860QM,CPU,9/4/2011,32.0,45.0,216.0,1160.0,2500,Intel,Intel,,,
Intel Core i7-9750HF,CPU,4/23/2019,14.0,45.0,149.0,1929.9222785421193,2600,Intel,Intel,,,
Intel Pentium 350,CPU,11/21/2011,32.0,15.0,131.0,504.0,1200,Intel,Intel,,,
AMD Ryzen 5 2600X,CPU,4/19/2018,12.0,95.0,192.0,4800.0,3600,GF,AMD,,,
Intel Core M-5Y70,CPU,9/5/2014,14.0,5.0,50.0,1929.9222785421193,1100,Intel,Intel,,,
Intel Pentium 4 HT 2.40,CPU,5/21/2003,130.0,66.0,131.0,55.0,2400,Intel,Intel,,,
AMD Ryzen 7 4700U,CPU,1/6/2020,7.0,25.0,156.0,9800.0,1800,TSMC,AMD,,,
Intel Atom E620T,CPU,9/14/2010,45.0,3.0,26.0,47.0,600,Intel,Intel,,,
AMD Opteron 43GK HE,CPU,12/4/2012,32.0,65.0,315.0,1200.0,2600,Unknown,AMD,,,
AMD Athlon X2 7450,CPU,12/15/2008,65.0,95.0,285.0,450.0,2400,Unknown,AMD,,,
Intel Atom E3825,CPU,10/8/2013,22.0,6.0,188.4404445518241,1929.9222785421193,1333,Intel,Intel,,,
Intel Celeron N2808,CPU,5/22/2014,22.0,4.0,188.4404445518241,1929.9222785421193,1580,Intel,Intel,,,
AMD Ryzen 5 1500X,CPU,4/11/2017,14.0,65.0,192.0,4800.0,3500,GF,AMD,,,
AMD Athlon 64 X2 4400+,CPU,5/23/2006,90.0,110.0,199.0,233.0,2200,Unknown,AMD,,,
AMD A4-4300M,CPU,5/15/2012,32.0,35.0,246.0,1303.0,2500,Unknown,AMD,,,
Intel Core i5-670,CPU,1/7/2010,32.0,73.0,81.0,382.0,3466,Intel,Intel,,,
Intel Xeon Platinum 8358,CPU,4/6/2021,10.0,250.0,188.4404445518241,1929.9222785421193,2600,Intel,Intel,,,
Intel Core 2 Duo U7600,CPU,4/27/2007,65.0,10.0,111.0,293.0,1200,Intel,Intel,,,
Intel Core i7-4760HQ,CPU,2/1/2014,22.0,47.0,264.0,1400.0,2100,Intel,Intel,,,
Intel Pentium D 940,CPU,1/16/2006,65.0,130.0,140.0,376.0,3200,Intel,Intel,,,
AMD Turion 64 MT-37,CPU,8/8/2005,90.0,25.0,125.0,114.0,2000,Unknown,AMD,,,
Intel Core i5-4300M,CPU,9/1/2013,22.0,37.0,118.0,1400.0,2600,Intel,Intel,,,
Intel Core i7-3635QM,CPU,9/1/2012,22.0,45.0,160.0,1480.0,2400,Intel,Intel,,,
AMD Opteron 6376,CPU,11/5/2012,32.0,115.0,315.0,2400.0,2300,Unknown,AMD,,,
AMD EPYC 72F3,CPU,3/15/2021,7.0,180.0,188.4404445518241,1929.9222785421193,3700,TSMC,AMD,,,
AMD Opteron 244,CPU,8/5/2003,130.0,82.0,193.0,106.0,1800,Unknown,AMD,,,
Intel Core i5-3330S,CPU,9/3/2012,22.0,77.0,133.0,1929.9222785421193,2700,Intel,Intel,,,
Intel Xeon Platinum 8352S,CPU,4/6/2021,10.0,205.0,188.4404445518241,1929.9222785421193,2200,Intel,Intel,,,
Intel Pentium 4 2.40,CPU,3/1/2004,90.0,110.0,109.0,125.0,2400,Intel,Intel,,,
Intel Xeon MP 3.00,CPU,3/29/2005,90.0,135.0,188.4404445518241,286.0,3000,Intel,Intel,,,
Intel Xeon E5-2695 v2,CPU,9/1/2013,22.0,115.0,160.0,1400.0,2400,Intel,Intel,,,
Intel Pentium M 725,CPU,6/23/2004,90.0,21.0,84.0,140.0,1600,Intel,Intel,,,
AMD Sempron 2800+,CPU,7/15/2005,90.0,25.0,188.4404445518241,69.0,1600,Unknown,AMD,,,
Intel Xeon 5110,CPU,6/26/2006,65.0,65.0,188.4404445518241,1929.9222785421193,1600,Intel,Intel,,,
AMD A4-3320M,CPU,12/20/2011,32.0,35.0,228.0,1178.0,2000,Unknown,AMD,,,
Intel Mobile Pentium 4 2.80,CPU,6/11/2003,130.0,68.0,131.0,55.0,2800,Intel,Intel,,,
Intel Core i7-4960X,CPU,9/3/2013,22.0,130.0,257.0,1860.0,3600,Intel,Intel,,,
Intel Core i3-9350K,CPU,4/23/2019,14.0,91.0,188.4404445518241,1929.9222785421193,4000,Intel,Intel,,,
AMD Athlon II X2 250e,CPU,9/21/2010,45.0,45.0,117.0,410.0,3000,Unknown,AMD,,,
AMD Athlon 64 X2 6000+,CPU,8/20/2007,65.0,89.0,126.0,154.0,3100,Unknown,AMD,,,
AMD Athlon 64 LE-1620,CPU,10/8/2007,90.0,45.0,230.0,227.0,2400,Unknown,AMD,,,
Intel Celeron 2.40,CPU,3/31/2003,130.0,73.0,146.0,55.0,2400,Intel,Intel,,,
AMD EPYC 7232P,CPU,8/7/2019,7.0,120.0,74.0,3800.0,3100,TSMC,AMD,,,
Intel Atom CE4150,CPU,9/24/2009,45.0,7.0,26.0,47.0,1200,Intel,Intel,,,
AMD Athlon II X2 220,CPU,9/21/2010,45.0,65.0,117.0,410.0,2800,Unknown,AMD,,,
AMD Opteron 4334,CPU,12/4/2012,32.0,95.0,315.0,1200.0,3100,Unknown,AMD,,,
Intel Core i9-9940X,CPU,10/19/2018,14.0,165.0,188.4404445518241,1929.9222785421193,3300,Intel,Intel,,,
Intel Core 2 Quad Q9400,CPU,8/10/2008,45.0,95.0,81.0,456.0,2666,Intel,Intel,,,
Intel Xeon E7-8891 v3,CPU,6/1/2015,22.0,165.0,160.0,1400.0,2800,Intel,Intel,,,
Intel Pentium 967,CPU,10/2/2011,32.0,17.0,131.0,504.0,1300,Intel,Intel,,,
Intel Core i9-9990XE,CPU,10/19/2018,14.0,255.0,188.4404445518241,1929.9222785421193,4000,Intel,Intel,,,
Intel Core i7-1160G7,CPU,9/2/2020,10.0,15.0,188.4404445518241,1929.9222785421193,1200,Intel,Intel,,,
AMD Athlon 900,CPU,6/5/2000,180.0,50.0,120.0,37.0,900,Unknown,AMD,,,
Intel Celeron G460,CPU,12/12/2011,32.0,35.0,131.0,504.0,1800,Intel,Intel,,,
Intel Core i7-6700T,CPU,9/1/2015,14.0,35.0,188.4404445518241,1929.9222785421193,2800,Intel,Intel,,,
AMD FX-6350,CPU,4/29/2013,32.0,125.0,315.0,1200.0,3900,Unknown,AMD,,,
Intel Celeron G3900,CPU,9/1/2015,14.0,51.0,150.0,1400.0,2800,Intel,Intel,,,
Intel Pentium G850,CPU,5/22/2011,32.0,65.0,131.0,504.0,2900,Intel,Intel,,,
AMD EPYC 7742,CPU,8/7/2019,7.0,225.0,74.0,3800.0,2250,TSMC,AMD,,,
Intel Core i7-4810MQ,CPU,1/20/2014,22.0,47.0,177.0,1400.0,2800,Intel,Intel,,,
Intel Core i9-9920X,CPU,10/19/2018,14.0,165.0,188.4404445518241,1929.9222785421193,3500,Intel,Intel,,,
Intel Core 2 Duo E8600,CPU,8/8/2008,45.0,65.0,107.0,410.0,3333,Intel,Intel,,,
AMD Sempron LE-1150,CPU,8/1/2007,65.0,45.0,188.4404445518241,1929.9222785421193,2000,Unknown,AMD,,,
AMD Phenom II X6 1090T BE,CPU,4/27/2010,45.0,125.0,346.0,904.0,3200,Unknown,AMD,,,
Intel Xeon 7130M,CPU,8/27/2006,65.0,150.0,435.0,1328.0,3200,Intel,Intel,,,
Intel Core i3-4160T,CPU,7/21/2014,22.0,35.0,177.0,1400.0,3100,Intel,Intel,,,
AMD Sempron 130,CPU,8/1/2011,45.0,45.0,117.0,234.0,2600,Unknown,AMD,,,
Intel Atom N470,CPU,3/1/2010,45.0,7.0,66.0,123.0,1834,Intel,Intel,,,
AMD Sempron 3100+,CPU,5/3/2005,90.0,62.0,188.4404445518241,63.0,1800,Unknown,AMD,,,
Intel Core Duo LV L2500,CPU,9/3/2006,65.0,15.0,90.0,151.0,1833,Intel,Intel,,,
AMD Sempron 2300+,CPU,7/28/2004,130.0,62.0,80.0,37.0,1583,Unknown,AMD,,,
AMD A10-5700,CPU,10/2/2012,32.0,65.0,246.0,1178.0,3400,Unknown,AMD,,,
AMD A4-1350,CPU,10/18/2013,32.0,8.0,246.0,1178.0,1000,Unknown,AMD,,,
Intel Pentium III 1000,CPU,6/1/2001,180.0,29.0,80.0,44.0,1000,Intel,Intel,,,
Intel Core i3-10100,CPU,4/30/2020,14.0,65.0,188.4404445518241,1929.9222785421193,3600,Intel,Intel,,,
Intel Atom Z530,CPU,4/2/2008,45.0,2.0,26.0,47.0,1600,Intel,Intel,,,
Intel Xeon W3580,CPU,8/9/2009,45.0,130.0,263.0,731.0,3333,Intel,Intel,,,
Intel Core i5-9600KF,CPU,1/8/2019,14.0,95.0,188.4404445518241,1929.9222785421193,3700,Intel,Intel,,,
AMD Athlon 64 3800+,CPU,5/23/2006,90.0,62.0,183.0,154.0,2400,Unknown,AMD,,,
AMD Opteron 250,CPU,12/1/2004,90.0,85.0,188.4404445518241,106.0,2400,Unknown,AMD,,,
AMD Athlon 64 X2 4600+ EE,CPU,5/23/2006,90.0,65.0,220.0,154.0,2400,Unknown,AMD,,,
Intel Core i5-2435M,CPU,9/1/2011,32.0,35.0,149.0,624.0,2400,Intel,Intel,,,
AMD Athlon XP 2200+,CPU,9/1/2003,130.0,63.0,188.4404445518241,63.0,1800,Unknown,AMD,,,
AMD Athlon 1200,CPU,10/17/2000,180.0,66.0,120.0,37.0,1200,Unknown,AMD,,,
Intel Pentium III  800,CPU,6/1/2001,180.0,38.0,80.0,44.0,800,Intel,Intel,,,
AMD Athlon XP-M 2200+,CPU,1/1/2001,130.0,45.0,101.0,63.0,1667,Unknown,AMD,,,
Intel Pentium 4-M 1.40,CPU,4/23/2002,130.0,21.0,131.0,55.0,1400,Intel,Intel,,,
Intel Core i3-2377M,CPU,9/1/2012,32.0,17.0,149.0,624.0,1500,Intel,Intel,,,
Intel Atom D510,CPU,12/21/2009,45.0,13.0,66.0,176.0,1667,Intel,Intel,,,
Intel Core i7-5775C,CPU,5/15/2015,14.0,65.0,188.4404445518241,1929.9222785421193,3300,Intel,Intel,,,
Intel Core Duo T2250,CPU,5/1/2006,65.0,31.0,90.0,151.0,1733,Intel,Intel,,,
Intel Atom N455,CPU,6/1/2010,45.0,7.0,66.0,123.0,1667,Intel,Intel,,,
Intel Core i7-10510Y,CPU,8/21/2019,14.0,9.0,188.4404445518241,1929.9222785421193,1200,Intel,Intel,,,
Intel Pentium D 840,CPU,5/26/2005,90.0,130.0,206.0,169.0,3200,Intel,Intel,,,
Intel Xeon E5-2609 v2,CPU,9/1/2013,22.0,80.0,160.0,1400.0,2500,Intel,Intel,,,
Intel Core 2 Duo E4600,CPU,10/21/2007,65.0,65.0,111.0,167.0,2400,Intel,Intel,,,
Intel Xeon E7-8893 v3,CPU,6/1/2015,22.0,140.0,160.0,1400.0,3200,Intel,Intel,,,
Intel Core i7-620M,CPU,1/7/2010,32.0,35.0,81.0,384.0,2677,Intel,Intel,,,
AMD Phenom II X3 B75,CPU,10/1/2009,45.0,95.0,258.0,758.0,3000,Unknown,AMD,,,
AMD Athlon 64 3000+,CPU,4/27/2004,130.0,89.0,144.0,69.0,1800,Unknown,AMD,,,
AMD Athlon 64 3200+,CPU,1/1/2001,130.0,89.0,193.0,105.0,2200,Unknown,AMD,,,
Intel Xeon 3.06,CPU,7/14/2003,130.0,97.0,237.0,286.0,3066,Intel,Intel,,,
Intel Pentium 4 HT 520,CPU,6/21/2004,90.0,84.0,109.0,125.0,2800,Intel,Intel,,,
AMD Athlon 64 FX-51,CPU,9/23/2003,130.0,89.0,193.0,105.0,2200,Unknown,AMD,,,
Intel Xeon E3-1280 v5,CPU,10/19/2015,14.0,80.0,160.0,1400.0,3700,Intel,Intel,,,
AMD Athlon II X3 455,CPU,12/7/2010,45.0,95.0,169.0,300.0,3300,Unknown,AMD,,,
Intel Pentium 4 2.0,CPU,1/1/2001,130.0,110.0,146.0,55.0,2000,Intel,Intel,,,
AMD Ryzen 7 2700,CPU,4/19/2018,12.0,65.0,192.0,4800.0,3200,GF,AMD,,,
Intel Core i7-9700KF,CPU,1/8/2019,14.0,95.0,188.4404445518241,1929.9222785421193,3600,Intel,Intel,,,
Intel Celeron 2.30,CPU,3/31/2003,130.0,73.0,146.0,55.0,2300,Intel,Intel,,,
AMD Athlon 750,CPU,6/5/2000,180.0,43.0,120.0,37.0,750,Unknown,AMD,,,
AMD Sempron 150,CPU,12/7/2010,45.0,45.0,117.0,234.0,2900,Unknown,AMD,,,
AMD Athlon 1200,CPU,10/31/2000,180.0,66.0,120.0,37.0,1200,Unknown,AMD,,,
Intel Core 2 Duo T7600G,CPU,12/27/2006,65.0,35.0,143.0,293.0,2333,Intel,Intel,,,
Intel Core i5-8420,CPU,9/1/2018,14.0,65.0,188.4404445518241,1929.9222785421193,2900,Intel,Intel,,,
Intel Core i7-3970X,CPU,11/1/2012,32.0,150.0,435.0,2270.0,3500,Intel,Intel,,,
AMD Mobile Athlon 64 3400+,CPU,8/1/2005,130.0,62.0,193.0,106.0,2200,Unknown,AMD,,,
AMD Opteron 6168,CPU,3/29/2010,45.0,115.0,346.0,1800.0,1900,Unknown,AMD,,,
AMD Athlon X2 QL-65,CPU,12/1/2008,65.0,35.0,188.4404445518241,1929.9222785421193,2100,Unknown,AMD,,,
AMD Athlon XP 2800+ DTR,CPU,1/1/2001,130.0,68.0,101.0,63.0,2083,Unknown,AMD,,,
Intel Atom E660,CPU,9/14/2010,45.0,3.0,26.0,47.0,1300,Intel,Intel,,,
Intel Core i5-3475S,CPU,6/1/2012,22.0,65.0,160.0,1400.0,2900,Intel,Intel,,,
AMD C-50,CPU,1/4/2011,40.0,9.0,75.0,1929.9222785421193,1000,Unknown,AMD,,,
AMD Athlon 64 FX-74,CPU,11/30/2006,90.0,125.0,235.0,227.0,3000,Unknown,AMD,,,
Intel Atom N280,CPU,6/3/2008,45.0,3.0,26.0,47.0,1667,Intel,Intel,,,
AMD Turion 64 ML-40,CPU,6/22/2005,90.0,35.0,125.0,114.0,2200,Unknown,AMD,,,
Intel Celeron 2.80,CPU,11/3/2003,130.0,73.0,146.0,55.0,2800,Intel,Intel,,,
Intel Pentium G630T,CPU,9/4/2011,32.0,35.0,131.0,504.0,2300,Intel,Intel,,,
AMD Phenom II X3 B73,CPU,10/1/2009,45.0,95.0,258.0,758.0,2800,Unknown,AMD,,,
AMD Ryzen 3 1300X,CPU,7/27/2017,14.0,65.0,192.0,4800.0,3400,GF,AMD,,,
Intel Pentium M 715,CPU,6/23/2004,90.0,21.0,84.0,140.0,1500,Intel,Intel,,,
Intel Xeon 5150,CPU,6/26/2006,65.0,65.0,188.4404445518241,1929.9222785421193,2666,Intel,Intel,,,
Intel Pentium D 840 EE,CPU,5/1/2005,90.0,130.0,206.0,169.0,3200,Intel,Intel,,,
AMD Athlon X2 4050e,CPU,4/21/2008,65.0,45.0,126.0,154.0,2100,Unknown,AMD,,,
Intel Core i7-4790S,CPU,5/1/2014,22.0,65.0,177.0,1400.0,3100,Intel,Intel,,,
AMD Ryzen 5 PRO 3500U,CPU,4/8/2019,12.0,15.0,210.0,4940.0,2100,GF,AMD,,,
Intel Xeon E3-1280,CPU,4/3/2011,32.0,95.0,216.0,1160.0,3500,Intel,Intel,,,
Intel Core 2 Duo U7600,CPU,4/27/2007,65.0,10.0,111.0,293.0,1200,Intel,Intel,,,
AMD Athlon XP 2400+,CPU,8/21/2002,130.0,68.0,80.0,63.0,2000,Unknown,AMD,,,
AMD E1-2100,CPU,5/23/2013,32.0,9.0,246.0,1178.0,1000,Unknown,AMD,,,
AMD EPYC 7401P,CPU,6/29/2017,14.0,170.0,213.0,4800.0,2000,GF,AMD,,,
Intel Core i5-1135G7,CPU,9/2/2020,10.0,28.0,188.4404445518241,1929.9222785421193,2400,Intel,Intel,,,
AMD Turion X2 Ultra ZM-87,CPU,6/1/2008,65.0,35.0,188.4404445518241,1929.9222785421193,2400,Unknown,AMD,,,
Intel Xeon 7140M,CPU,8/27/2006,65.0,150.0,435.0,1328.0,3400,Intel,Intel,,,
Intel Xeon E5-2650 v2,CPU,9/1/2013,22.0,95.0,160.0,1400.0,2600,Intel,Intel,,,
Intel Atom Z620,CPU,5/4/2010,45.0,1.0,65.0,140.0,900,Intel,Intel,,,
Intel Xeon 2.0,CPU,2/25/2002,130.0,89.0,217.0,55.0,2000,Intel,Intel,,,
AMD Phenom II X3 705e,CPU,6/2/2009,45.0,65.0,258.0,758.0,2500,Unknown,AMD,,,
Intel Pentium 4 511,CPU,1/1/2005,90.0,84.0,109.0,125.0,2800,Intel,Intel,,,
AMD Athlon XP 3000+,CPU,1/1/2001,130.0,68.0,101.0,63.0,2100,Unknown,AMD,,,
AMD Phenom II X3 700e,CPU,6/2/2009,45.0,65.0,258.0,758.0,2400,Unknown,AMD,,,
AMD Opteron 842,CPU,9/9/2003,130.0,82.0,193.0,106.0,1600,Unknown,AMD,,,
AMD Sempron 3000+,CPU,1/1/2001,130.0,25.0,144.0,69.0,1800,Unknown,AMD,,,
Intel Pentium 4 1.8A,CPU,7/2/2001,180.0,67.0,217.0,42.0,1800,Intel,Intel,,,
Intel Core i5-8500T,CPU,4/2/2018,14.0,35.0,188.4404445518241,1929.9222785421193,2100,Intel,Intel,,,
AMD Opteron X2 270 HE,CPU,12/1/2005,90.0,55.0,188.4404445518241,233.0,2000,Unknown,AMD,,,
Intel Xeon 7110M,CPU,8/27/2006,65.0,95.0,435.0,1328.0,2600,Intel,Intel,,,
AMD FX-8140,CPU,10/23/2012,32.0,95.0,315.0,1200.0,3200,Unknown,AMD,,,
Intel Atom D2550,CPU,11/1/2011,32.0,10.0,66.0,176.0,1867,Intel,Intel,,,
Intel Celeron G3920,CPU,9/1/2015,14.0,51.0,150.0,1400.0,2900,Intel,Intel,,,
AMD Ryzen 5 3400G,CPU,7/7/2019,12.0,65.0,210.0,4940.0,3700,GF,AMD,,,
Intel Core i3-8145U,CPU,10/1/2018,10.0,28.0,123.0,1929.9222785421193,2100,Intel,Intel,,,
AMD Athlon 64 X2 6000+,CPU,2/20/2007,90.0,125.0,220.0,227.0,3000,Unknown,AMD,,,
AMD Ryzen 3 PRO 4350GE,CPU,7/21/2020,7.0,35.0,188.4404445518241,1929.9222785421193,3500,TSMC,AMD,,,
Intel Core 2 Duo E6600,CPU,7/27/2006,65.0,65.0,143.0,291.0,2400,Intel,Intel,,,
AMD EPYC 7272,CPU,8/7/2019,7.0,120.0,74.0,3800.0,2600,TSMC,AMD,,,
Intel Core i3-8350K,CPU,10/5/2017,14.0,91.0,188.4404445518241,1929.9222785421193,4000,Intel,Intel,,,
AMD Athlon 64 LE-1660,CPU,5/1/2008,65.0,45.0,77.0,122.0,2800,Unknown,AMD,,,
